,tweet,label
4188,یه مقداری بشر دچار توهم دموکراسی و حقوق بشر شده بود که خوشبختانه داره حل میشه.,0
4189,‏عکسای بدون میکاپ‌تون دقیقاً دلیل اختراع لوازم آرایشیه,0
4190,‏ديروز شوهر عمم جورى تو جمع فاميل ميگفت: من وقتى خوابم اصن هيچى حاليم نيست، انگار وقتى بيداره خيلى حاليشه!,1
4191,این مراکز خرید تو تهران مصداق “جیب خالی پز عالی” هستن! ساختمانهای آنچنانی پر از مغازه‌های خالی یا اجناس بی‌کیفیت!,0
4192,این چوپانه که درخت رو لخت می‌کنه می‌ده به بز و گوسفنداش، خودشم می‌دونه داره تیشه به ریشه خودش می‌زنه ولی خب مثل اکثر جامعه منافع کوتاه مدت رو به بلندمدت ترجیح می‌ده، دوزار سود الان رو به سیل و نابودی خاک و مرگ همه دام‌هاش به آینده می‌فروشه، احمقانه به نظر میاد ولی واقعیته🚬,0
4193,‏ما دامغانیا یه غذای سنتی داریم به اسم «پسته پلو». انقدر که گرونه خودمونم نخوردیم، فقط شنیدیم.,1
4194,سرو ته سوسیس جایزه کسیه که داره خرد می‌کنه.,1
4195,پرسپولیس ۹۵ جهان و استقلال رده ۱۷۶ در رده‎بندی تیم‎های فوتبال 💢 سایت «فوتبال دیتابیس» رده بندی تیم های فوتبال را اعلام کرد و بر این اساس پرسپولیس و استقلال به ترتیب در رده های ۹۵ و ۱۷۶ دنیا قرار گرفتند.,0
4196,الان فهمیدم که اون نازل بنزین، Nozzle بنزینه، نه نزول‌کننده بنزین.😐,1
4197,‏از آدمایی ک تعادل روانی ندارن و معلوم نیس با خودشون چند چند هستن اکیداً دوری کنید:)),0
4198,‏یه دونه مجسمه ی خروس داریم واسه اینکه تنها نباشه مامانم رفته واسش یه مجسمه ی مرغ خریده حالا وقتی من به مامانم میگم زن میخام کانالو از جِم تی وی به شبکه ۴ تغییر میده,1
4199,"آدما همیشه بزرگترین ضربه زندگیشونو از کسی میخورن که میگن ""نه بابا اینو میشناسم"" همچین آدمی نیست.",0
4200,برای آزمون زبان استرس داری، بعدش برا پیدا کردن استاد استرس داری، بعد پذیرش برای وقت سفارت استرس داری، بعد برای مصاحبه سفارت استرس داری، بعد برای اومدن ویزا استرس داری، بلیط میخوای بخری استرس داری، به ترم نرسی استرس داری، بری خدمت یهو استرس‌داری، شب میخوابی استرس داری، صبح...:)),0
4201,‏اگر میخواین آدم نفرت انگیزی نشید، وقتی وارد رابطه عاشقی شدین، هیچوقت دوستای واقعیتونو کنار نذارید.,0
4202,پدرم خیلی واسم احترام قائله و همه جا منو آقا و مهندس صدا می‌کنه ، مثلا یه بار تو جمع فامیلی گرم صحبت بودم بهم گفت مهندس جان میشه دو دیقه گوه نخوری ؟,1
4203,‏به تراپیستم گفتم بقیه میگن دوستات فقط توی ذهنتن و وجود خارجی ندارن. گفت الان اینجان؟ گفتم آره گفت به ازای هرکدوم ۱۰۰ تومن بکش,1
4204,پایان ست سوم لیگ ملت‌های والیبال / ایران آمریکا را شکست داد 🏐 ایران ۳ - ۰ آمریکا 🇮🇷 ۲۵ | ۲۹ | ۲۷ 🇺🇸 ۱۸ | ۲۷ | ۲۵,0
4205,کی‌ میگه از ساعت ۱۲ شب به بعد همه افسرده میشن؟ من منتظرم از ۱۲ بگذره برم تو آشپزخونه دنبال غذا بگردم.,1
4206,پیام بعدی اروپا به پوتین: یادته ازت تعریف میکردیم که ادم ورزشکار و جالبی هستی؟ همش الکی بود، واقعا آدم عنی هستی قیافه‌تم خیلی شخمیه,1
4207,‏وقتی دختری اسم یه دختر دیگه رو با پسوند جون صدا میکنه مهم نیس بعدش چی میگه، ۹۹ درصد از حسودی آتیش گرفته,1
4208,میدونید اگه گوگل بمیره به بچه‌هاش چی میرسه؟ گوگل ارث 🤣🤣🤣🤣,1
4209,‏برد پیت گفته به بیماری پروسپاگنوزیا یا ادراک‌پریشی چهره‌ای مبتلا شده (چهره افرادی که آشنا هستن رو به یاد نمیاره) همه ترس من اینه این بیماری رو بگیرم و دیگه نتونم چهرتو به یادم بیارم.,0
4210,‏به بابام گفتم پول بده یه هودی دیدم میخوام بخرمش، گفت لازم نکرده همین به دونه که تو آشپزخونه داریم کافیه,1
4211,⭕️ شناسایی ۱۶۴ بیمار مبتلا به سرخک در کشور معاون بهداشت وزارت بهداشت: 💢 تاکنون حدوداً ۱۶۴ نفر در کشورمان به بیماری سرخک مبتلا شده‌اند، باید توجه شود که سرخک، واگیردار است و احتمال اینکه به افراد بیشتری سرایت کند زیاد است. 💢 هر کسی که روند واکسیناسیون «ام‌ام‌آر» را تکمیل نکرده، حتماً به مراکز بهداشت در سراسر کشور مراجعه کند. 💢 در حال حاضر در کشور افغانستان این بیماری شایع است.,0
4212,اسکوچیچ سرانجام کوتاه آمد؛ ملی‌پوشان استقلال مسافر قطر شدند/ ویزای چند ملی‌پوش در دقیقه ۹۰ رسید 🔹پس از برطرف شدن سوتفاهم ها و عذرخواهی استقلالی ها، سید حسین حسینی، عارف غلامی، مهدی مهدی‌پور، امیرحسین حسین‌زاده و صالح حردانی در فرودگاه امام (ره) حاضر شده و تیم ملی را در سفر به دوحه همراهی می‌کنند. 🔹تیم ملی امروز و از ساعتی دیگر در شرایطی به قطر می‌رود که تا ساعاتی پیش ویزای میلاد سرلک، اللهیار صیادمنش و شش بازیکنی که به جای بازیکنان استقلال به اردو دعوت شده بودند صادر نشده بود، اما در دقیقه ۹۰ روادید این نفرات صادر شد تا آنها هم مسافر قطر شوند. 🔹پیام نیازمند، حامد شیری، سعید صادقی، آرمین سهرابیان، سروش رفیعی و سیدمهدی حسینی هم نفراتی هستند که تیم ملی را در قطر همراهی خواهند کرد.,0
4213,تاریخ و زمانبندی بازی‌های جام جهانی ⚽️ مرحله گروهی: ۳۰ آبان تا ۱۲ آذر - ⚽️ مرحله یک‌ هشتم نهایی: ۱۲ تا ۱۵ آذر ⚽️ مرحله یک‌ چهارم نهایی: ۱۸ و ۱۹ آذر ⚽️ مرحله نیمه نهایی: ۲۲ و ۲۳ آذر ⚽️ فینال: ۲۷ آذر ⚽️ هر روز ۴ بازی برگزار می‌شود و در مرحله گروهی بازی اول ۱۳:۳۰، بازی دوم ۱۶:۳۰، بازی سوم ۱۹:۳۰ و بازی چهارم ساعت ۲۲:۳۰ به وقت ایران برگزار می‌شود.,0
4214,یه معلم پرورشی احمق داشتیم که می‌گفت«بچه‌ها هیچوقت ببخشید نگید! چون آدم نباید کاری بکنه که بگه ببخشید» بهش گفتم اشتباه نکردن با ببخشید گفتن بعد اشتباه ربطی بهم نداره. یه نگاه چپ بهم کرد و باز احمقانه تکرار کرد ببخشید گفتن کار آدمای ضعیفه...‌چه آدمایی تحویل جامعه میدادن اونموقع!,0
4215,لیگ ملت‌های والیبال| کرونا کار دست چینی‌ها داد/ فرانسه بازی نکرد و برنده شد 🔹تیم ملی والیبال چین به دلیل ابتلای اکثر بازیکنانش به کرونا موفق به حضور در نخستین مسابقه خود در هفته دوم لیگ ملت‌ها مقابل فرانسه نشد. 🔹این دیدار به دلیل ابتلای بازیکنان چین به کرونا برگزار نمی‌شود و نتیجه سه بر صفر به نفع فرانسه اعلام شد.,1
4216,‏شوهر دوستم وقتی فهمیده زنش بارداره از خوشحالی دکتر رو بغل کرده بوس کرده گفته دکتر دمت گرم خیلی زحمت کشیدی،دکترم گفته زحمتارو شما کشیدی من فقط آزمایش گرفتم عزیزم /:,1
4217,‏طرف زنگ زده رادیو میگه معلول هستم یک ماهه ویلچرم رو دزدیدن برای انجام کارام خیلی مشکل دارم، قشنگ دیگه زوال رو رد کردیم,0
4218,فوت ۲۳۶ بیمار کووید-۱۹ در شبانه روز گذشته 💢 مبتلایان جدید: ۱۹۱۱۰ نفر 💢 قربانیان جدید: ۲۳۶ نفر 💢 کل مبتلایان: ۶۹۶۱۵۶۲ نفر 💢 کل قربانیان: ۱۳۵۲۷۶ نفر 💢 بهبودیافتگان: ۶۵۱۷۴۳۶ نفر 💢 بیماران بدحال: ۴۰۸۵ نفر,0
4219,‏من ادم بی معرفتی نیستم فقط اکثر مواقع که میخوام بهتون پیام بدم قبلش میگم نکنه مزاحمم و با من حال نمیکنه.,0
4220,‏سیگار پاکتی ۴۵ تومن. ادم با خیال راحتم نمیتونه معتاد بشه. همش دغدغه داری.,1
4221,دیدی وقتی تو خیابون یکی داره کتک میخوره کلی ادم وایسادن دارن نگاه میکنن! یا وقتی تصادف شده همه ترمز کردن که ببینن چیشده!! اگه خیلی دلشون بسوزه میگن: آخی طفلکی!! و بعد از کنارت میگذرن توی زندگی هممون از این آدما پره که فقط تماشاگرند حذف کنید، آدمای تماشاگر زندگیتونو حذف کنید,0
4222,‏واقعا اینایی رو نمیفهمم که میگن ارهه ما از دردم بمیریم مسکن نمیخوریم، خب که چی مثلا؟ بیا این کاپ قهرمانی برای تو.,0
4223,صعود جام جهانی ما مثل این بود شام دعوت باشی ساعت 10 صبح پاشی بری خونه طرف قطر هنوز خودش بیژامه تنشه,1
4224,تحریم ها روسیه را به سمت جنگ سوم جهانی سوق می دهد 🔹لوکاشنکو، رئیس جمهور بلاروس: صحبت های زیادی برای تحریم بخش بانکی، گازی، نفتی و سوئیفت وجود دارد. این بدتر از جنگ است. این، روسیه را به سمت جنگ سوم جهانی سوق می دهد. 🔹او اضافه کرد که درگیری هسته ای ممکن است نتیجه ی نهایی این تحولات باشد.,0
4225,‏یک دقیقه صحبت با کسی که دوسش داری واقعا باعث میشه همه درد و مرض هاتو فراموش کنی,0
4226,الان این پسره که توی حیاط دانشگاه خواستگاری کرده نصف دینش کامل شده، معارف اسلامی رو حتما پاس می‌شه.,1
4227,قدیما یکی ۳۰سالش بوده خیلی ابهت داشت ، الان ما هرچی تلاش میکنیم با ابهت نشون بدیم تهش مثل کارخونه هیولاها فقط میخندن بهمون ...,1
4228,حالا همتون میاین پشت سر مختارنامه بد میگید بعد شبش یواشکی میزنین آی فیلم میبینینش,1
4229,یارو‌ اومد تو قنادی گفت آقا چیز کیک میخوام، گفتم برو هر وقت اسمش یادت اومد بیا.,1
4230,اینکه واقعیتِ همدیگه رو بپذیریم و وارد یه رابطه بشیم، خیلی بهتر از اینه که وارد رابطه بشیم و بخوایم همدیگه رو عوض کنیم.,0
4231,‏یه رفیق دارم روانشناسی میخوند تغییر رشته داد رفت دندونپزشکی، الان هر عکس دندونی که میبینه میگه این دندون ریشه در کودکیتون داره,1
4232,‏تراپیستم گفت هر وقت دلت گرفت و احساس تنهایی کردی به خونوادت فکر کن که همیشه پیشت هستن، بعد گفت راستی خونوادت کجان؟ گفتم رفتن سفر گفتن جا تنگ میشه تو نیا بعد دو تایی زدیم زیر خنده,1
4233,‏اگه ناراحتین که روز ولنتاین کسی رو ندارین،به این فکر کنین که بقیه روزهای سال هم کسی رو ندارین,1
4234,🔴فورى وزارت دفاع تایوان گفته است 9 جنگنده چینی امروز وارد حریم هوایی آنها شده است. {ترامپ هشدار داده بود که حرکت پوتین باعث می‌شود تا چین هم تایوان را بگیرد.},0
4235,🔴 باز هم درخواست گل گهر رد شد/ امتیاز استقلال و سپاهان دست نخورد 🔹کمیته استیناف فدراسیون فوتبال درخواست اعاده دادرسی پرونده بازیکن باشگاه گل گهر را رد کرد.,0
4236,تاکسی هوایی به جای امدادرسانی 🔹بالگردهای هلال احمر در مناطق سیل زده به جای امداد رسانی به تاکسی هوایی وزرا و مسئولان دولتی تبدیل شده و آنها را برای بازدید از مناطق سیل زده از این شهر به آن شهر، جا به جا می کند,0
4237,‏یادمه یه بار بخاطر نمره های ضعیفم معلمم پیش خانوادم گفت تو هیچ خری نمیشی و یه حمال میشی مثل بقیه حمالا. حرفش و شرمندگی که تو صورت خانوادم دیدم باعث شد تلاش کنم ،خیلی تلاش کنم ولی واقعا هیچ خری نشدم :))),1
4238,واقعا واسم سواله معنی سهمیه هیئت علمی چیه؟ چه منطقی پشتشه؟ اون سهمیه جانبازان باز حداقل یه فکری پشتشه. یه توجیهی داره. اینکه ننه آقای شما هیئت علمی باشن دقیقا چه محرومیتی واسه شما به وجود آورده که حالا به یه سهمیه‌ای جبران بشه؟ داشتن ننه بابای عضو هیئت علمی یه امتیاز مثبته تو زندگی یا یه محرومیت قابل جبران با سهمیه؟,0
4239,‏خیلی عجیبه ما از موش میترسیم، ولی از گربه‌ای که موش رو شکار میکنه نمیترسیم,1
4240,حالتی هم هست که دائما منتظر دریافت یک پیامی، اما نمی‌دونی از کی و یا حتی چه چیزی. فقط اون حس انتظار رو داری.,0
4241,‏من صبح که بیدار میشم پتومو جم نمیکنم که وقتمو ذخیره کنم شما واسه آینده تون چیکار میکنید ؟,1
4242,فوت ۱۷ بیمار کووید-۱۹ در شبانه روز گذشته 🔹 مبتلایان جدید: ۵۷۱ نفر 🔹 قربانیان جدید: ۱۷ نفر 🔹 کل مبتلایان: ۷۲۲۳۵۷۶ نفر 🔹 کل قربانیان: ۱۴۱۱۳۱ نفر 🔹 بهبودیافتگان: ۶۹۹۲۰۰۱ نفر 🔹 بیماران بدحال: ۱۰۶۲ نفر,0
4243,‏این تلسکوپ خفنه تمام ستاره هارو از سیزده میلیارد سال پیش تا الان شناسایی کرد،جز این دو تا ستاره استقلالو =)))))),1
4244,‏دیشب یه اس ام اس اشتباهی واسم اومده بود: رسیدی پاریس خبر بده ، نشست هیئت مدیره هم فرداست ، برای هماهنگیه بارنامه ی اون ۱۰ تا مازراتی هم با دبی تماس بگیر حالا من پفک حلقه ای کرده بودم تو انگشتام داشتم باب اسفنجی میدیدم 🥺😂,1
4245,آمریکا دشمن شماره یک چین است، اما همین امروز در چین شما می‌توانید گوشی آيفونت را دستت بگیری و با ماشين تسلات بری سيتی بانک سر خیابان و حواله ارزی بزنی به نيويورک و بعدش بری استارباكس كنار بانک يه قهوه بخوری و بعد بری سر كار. حقيقت چين فعلی درباره آمریکا این است: دشمن ولی همکار.,0
4246,گذر زمان یعنی مادر نمازش رو نشسته میخونه,0
4247,اگه سگ داری و مدفوعش رو از خیابون جمع نمی‌کنی، داری به حیوان ستیزی کمک می‌کنی.,0
4248,‏تو ترکیه از یه دستفروشی آدرس پرسیدم، گفت برو این بغل سوار تاکسی شو. ولی چون توی گوگل‌مپ به نظر نزدیک می‌رسید، گفتم: پیاده ایسترم گدیم. گفت پیاده بیلمیرم. با خودم گفتم عوضی رو نگاه، از یه پول تاکسی برای اقتصاد کشورش نمی‌گذره. تو راه برگشت تو هواپیما یادم افتاد پیاده کلمه فارسیه.,1
4249,امروز رو باید به افتخار استقلال و فرهاد مجیدی به نام روز جهانیِ «من به اینا نمی‌بازم» نامگذاری کنن.,0
4250,خونه فامیل‌مون بودیم طرف اومد از زنش تعریف کنه گفت عزیزم هرچی تو خیابون چشم می‌ندازم، خوشگل‌تر از تو پیدا نمی‌کنم. انالله‌واناالیه‌راجعون :))))))))))))),1
4251,🔹‏مدیر کل آفریقای وزارت خارجه ایران: ۹ ملوان و صیاد بلوچ پس از حدود ۱۴۰ روز بازداشت در کشور موریس آزاد شدند,0
4252,وقتی رو بسته سوسیس و کالباس نوشته 80 درصد منظور این نیست 80 درصد گوشت داره یعنی 80 درصد لذتش برای تولید کنندس 😂,1
4253,یه آقایی اومده بود دفتر برای دادخواست منع اشتغال زوجه. همکارا داشتن باهاش بحث می‌کردن که این چه کاریه؟ گفت: اصلا از قدیم گفتن زن رو چه به کار کردن؟ همکارم گفت: پس تشریف ببرید یه دفتری که کاربرهاش مرد باشن تا کارتون رو ثبت کنه چون بر خلاف نظر شما ما خانم هستیم و شاغلیم.,0
4254,وزارت دفاع روسیه: داده‌های اطلاعاتی نشان می‌دهد که یگان‌ها و نیروهای ارتش اوکراین به طور گسترده مواضع خود را ترک می‌کنند، سلاح‌های خود را رها می‌کنند، مواضع یگان‌های ارتش اوکراین که سلاح‌های خود را زمین گذاشته‌اند مورد اصابت قرار نمی‌گیرد.,0
4255,دیدار دوستانه ایران با الجزایر؛ اگر لغو نشود! 🔹احتمال برگزاری دیدار تیم ملی فوتبال کشورمان در قطر با یکی از سه گزینه آفریقایی قوت گرفت. 🔹تیم ملی فوتبال کشورمان قرار است ظهر فردا برای برگزاری اردوی خود در فیفادی خرداد عازم دوحه قطر شود. 🔹بر همین اساس مذاکرات فدراسیون از بین تیم‌های کنگو، کامرون و الجزایر با الجزایری‌ها به شکل بسیار جدی‌تری پیش رفته و به نظر می‌رسد در صورت قطعی شدن توافقات نهایی این تیم از قاره آفریقا در دوحه به مصاف شاگردان اسکوچیچ خواهد رفت. 🔹البته الجزایر نتوانست مجوز حضور در جام جهانی ۲۰۲۲ قطر را کسب کند.,1
4256,هیچ وقت خودتو دست کم نگیر یه تار موت میتونه یه رستورانو ببنده,1
4257,‏همیشه دوست داشتم تو یه مهمونی خفن که یه گوشه نشستم و‌ دارم اطراف رو تماشا میکنم، یهو یه مرد جنتلمن بیاد دستشو دراز کنه سمتم و منو به رقص تانگو دعوت کنه، ولی متاسفانه نهایت مهمونی هامون به این ختم میشه مردا برن یه اتاق دیگ و منم تو قسمت زنونه حمالی کنم :(((,1
4258,اعضای هیئت مدیره باشگاه پرسپولیس معرفی شدند 🔹غلام محمد علیپور، محمد اسد مسجدی، بیژن ذوالفقارنسب، سید مجید پوراحمدی و رضا درویش به عنوان اعضای جدید هیئت مدیره باشگاه پرسپولیس معرفی شدند.,0
4259,‏رفاقت با پولدارا اصلا حال نمیده مثلا بهش میگی دلم گرفته حالم خوش نیست میگه بچین بریم فرانسه،پاریس، ترکیه، قشنگ آدم افسرده میشه,0
4260,خواهرم داشت بهم ميگفت كه معلم دينيشون برگشته گفته وقتى رفتين دانشگاه يه پسر اومد بهتون پیشنهاد اشنايى داد شما به جاى شماره ى خودتون شماره ى پدر يا مادرتون بدين كه مستقيم به اونا زنگ بزنن براى ازدواج :))))))))),1
4261,⭕️ آموزش زبان فرانسه از مهر ماه در مدارس 💢 حالا حدود ۱۱ سالی از تصویب طرح آموزش پنج‌زبان غیرانگلیسی در مدارس می‎گذرد و دانش‌آموزان زیادی منتظرند تا این زبان‌ها یعنی فرانسوی، آلمانی، اسپانیولی، ایتالیایی و روسی به آنها آموزش داده شود؛ اتفاقی که البته تا امروز با وجود تاکید و اجازه قانون،‌ عملی نشده است. 💢 به گفته محمودزاده رئیس سازمان مدارس و مراکز غیردولتی وزارت آموزش و پرورش از آموزش، از مهر امسال و به صورت آزمایشی آموزش زبان فرانسه در مدارس غیردولتی شروع خواهد شد.,0
4262,داروخونه قرص‌هام رو گرفتم پسره گفت «میشه سیصد و چهل» گفتم «مطمئنین؟» دختره از اون ور گفت «ببخشید اشتباه زدم تو سیستم» تو دلم داشتم میگفتم «خوب شد حواسم بود وگرنه میرفت تو پاچه‌م» که دوباره حساب کرد و گفت «میشه پونصد و شصت تومن»,1
4263,توی کتاب کتابخانه نیمه شب یه جاش میگه خدا جوریه که ما نمیتونیم ببینیمش یا درکش کنیم برای همین به شکل کسی در می آد که توی زندگیمون به عنوان آدم خوبی میشناختیمش :))) این تئوری خیلی قشنگ بود,0
4264,‏من نه قصد لیزر کردنو دارم و نه حتی پولشو ولی از وقتی فهمیدم که توی چه پوزیشنایی میمونن تا اپراتو کارشو بکنه... دیگه نیازی به لیزر کردن ندارم، چون دیگه پشمی ندارم😂😐,1
4265,🔴بایدن : فکر می‌کنم باید به توافق هسته‌ای با ایران برگردیم و تصمیم اکنون در دست تهران است. بایدن : ما به استفاده از زور علیه ایران به عنوان آخرین راه حل برای جلوگیری از دستیابی ایران به سلاح هسته ای متوسل خواهیم شد.,0
4266,اصن مهم نیس که اسمت چی باشه پسرا همیشه اوایل آشنایی میگن چه اسم قشنگی داری 😂,1
4267,‏یه جا رفتم مصاحبه کاری بهم گفتن بشین تا صدات کنیم از خودت پذیرایی کن رو میز فقط مجله بود با یه گلدون,1
4268,پس‌فردا، آخرین مهلت ثبت‌نام کتب درسی دانش‌آموزان میان‌پایه 🔹مهلت ثبت سفارش خرید کتاب درسی سال تحصیلی ۱۴۰۲-۱۴۰۱ برای تمام پایه‌ها و رشته‌های تحصیلی - به استثنای پایه‌های ورودی اول، هفتم و دهم - که به مدت ۱۰ روز و تا ۳۱ خرداد ماه تمدید شده بود، پس فردا، سه شنبه به پایان می‌رسد.,1
4269,نسل ما، توی دبیرستان سوال می‌پرسیدیم، می‌گفتند که؛ انشالله دانشگاه می‌خونید! رفتیم دانشگاه اساتید می‌گفتند؛ خب این قسمت و که دبیرستان خوندید! رد میشیم ازش!!,1
4270,‏مامانم شیر انبه درست کرده بود دیدم بابام به زور داره میخوره و خوشش نمیاد، بهش گفتم خب چرا میخوری؟ میگه چطور تو مفت خور بخوری من نخورم؟؟,1
4271,وزیر آموزش و پرورش: اومیکرون خطری برای دانش‌آموزان ندارد نوری، وزیر آموزش و پرورش ضمن بیان اینکه سویه اومیکرون خطر جدی برای دانش آموزان ندارد، افزود: 🔹️با بررسی‌هایی که انجام شد دنیا با همین سویه مواجه هستند و هیچگاه مدارس را تعطیل نکردند. 🔹آموزش در فضای مجازی فقط مکمل است و به عنوان برنامه درسی اصلی نیست. 🔹در بررسی جلسه کرونا اولین جایی که در کرونا بازگشایی می‌شود مدارس و آخرین جا تعطیل می‌شود مدارس است. 🔹دو سال تعطیلی مدارس و آموزش در بستر فضای مجازی برای بچه‌ها به عادت تبدیل شده است و باید از از این مکمل برای عقب ماندن و جبران جاماندگی‌ها استفاده کنیم.,0
4272,"یجا نوشته بود: ""زولبیا بامیه شاید تو ماه های دیگه از سال هم پیدا بشه، اما فقط تو ماه رمضون مزه میده... همونطور که حنا توی عروسی لذتبخشه کیک توی تولد خوشمز اس چای بعد از حموم مزه میده برف هم بعدِ یه تابستونِ گرم حال میده... میدونی دلیلش چیه؟ چون هر چیزی توی زمان خودش با ارزشه‌‌...",0
4273,دانلود یه سفر که لست سين تلگرامم بشه: last seen within a week,0
4274,با یه دختری تو فیس‌بوک اشنا شدم و همون شبش قرار شد بریم دیسکو رفتیم اول بار دیسکو حرف زدیم و کلی مشروب خوردیم رفتم دستشویی و برگشتم دیدم لب بار وایساده گفتم بریم برقصیم رقصیدیم و کلی ماچ بازی رفتیم بیرون سیگار بکشیم اونجا روشن بود، دیدم که این یه دختره دیگه است🤣,1
4275,اختلال در سرویس‌دهی خط پنج متروی تهران و حومه 🔹️بنا بر اعلام شرکت بهره‌برداری متروی تهران و حومه، سرویس‌دهی در خط پنج متروی تهران و حومه به‌دلیل نقص فنی از ایستگاه ورد آورد به سمت ایستگاه گلشهر مختل شده است. 🔹️در حال حاضر قطار‌های اعزامی از سمت ایستگاه تهران (صادقیه) تا ایستگاه وردآورد بدون مشکل و طبق برنامه مسافران را جابجا می‌کنند، اما از ایستگاه ورد آورد تا ایستگاه گلشهر اعزام‌ها با کندی و تاخیر انجام می‌شود. 🔹️برای جابجایی راحت‌تر مسافران از ایستگاه وردآورد تا گلشهر اتوبوس در نظر گرفته شده است.,0
4276,انقدر حجم اتفاقات زیاد شده همین‌ که تو گوشی‌ مینویسی ایران خودش پیشنهاد میده کلمه‌ی بعدی تسلیت باشه. تسلیت آبادان🖤,0
4277,‏هیتلر اگه هیچوقت به قدرت نمیرسید یه تاکسی میخرید تو گرما مسافرای یهودی رو سوار میکرد و کولر نمیزد.,1
4278,اين دو تا فرشم بشوری فقط مي مونه پنجره ها، بعدش تموم ميشه... (آخرین حیله های مادرانه دم عید),1
4279,توو گروه خانوادگی‌مون سر مسائل سیاسی و گرونی، بین دو گروه دعوا شد. تندترین حرف‌ها رو به هم زدن، آخرشم قلب و بوس فرستادنو خدافظی کردن! ‌‌:|,1
4280,🔴‏معاون درمان بیمارستان بهارلو تهران: *آمار ابتلای کادر درمان به اُمیکرون تصاعدی است *در اکثر بخش‌ها با کمبود نیرو مواجه هستیم *درصد مراجعات خانوادگی بالا است *یک تا دو ماه آینده روزهای سختی پیش‌رو خواهیم داشت *هنوز به قله پیک نرسیدیم,0
4281,میگن تو قیامت گوگل یکی از شهود اعمالمونه؛),1
4282,جزئیات طرح جدید مجلس برای مهریه 🔹ابوترابی، نماینده مردم نجف‌آباد در مجلس: در قانون جدید مهریه ابتدا مطرح شده که اشخاصی که اقساط مهریه عقب مانده دارند یا دائما به عقب می‌افتد دیگر به شکل سابق پرونده‌‎ای در دادگستری برای این فرد تشکیل نخواهد شد. 🔹مورد بعدی که در قانون ذکر شده این است که خانم‌ها دیگر نیازی نیست در فرآیند دادگاه و دادرسی که مدت زیادی را متحمل می‌شود ورود کنند بلکه می‌توانند درخواست خود را به اجرای احکام دادگستری ارائه کنند و اجرای احکام مکلف است این مورد را صدور اجرایی کند. 🔹با قانون جدید مجلس فرآیند دو یا سه ساله‌ای که پیش روی بانوان برای درخواست مهریه بود را کاهش داده و به صورت شرعی که عندالمطالبه است برای خانم‌ها راحت تر شود. 🔹همچنین در قانون جدید تا ۱۴ سکه معاف از حق ثبت شده است و تا صد سکه از یک و یک دهم درصد و از ۱۰۰ تا ۲۰۰ سکه را دو درصد و از ۲۰۰ به بالا را ۱۵ درصد مالیات در قانون دیده شده است. 🔹افرادی که می‌خواهند سند ازدواج خود را دریافت کنند می‌بایست مبلغی را به حساب دولت واریز کنند تا بتوانند سند ازدواج خود را دریافت کنند.,0
4283,‏این شورت‌های گیاهی که تو تابستون می‌پوشین باعث نمیشن که در تولید قارچ و سبزیجات‌ معطر به خودکفایی برسین؟,1
4284,سعی کنین کسایی رو که میدونین مشکل معده دارن کمتر اذیت کنین واقعا این آدما وقتی اعصابشون بهم میریزه به معنای واقعی کلمه به فنا میرن,0
4285,فوت ۶ بیمار کووید-۱۹ در شبانه روز گذشته 🔹 مبتلایان جدید: ۱۸۵ نفر 🔹 قربانیان جدید: ۶ نفر 🔹 کل مبتلایان: ۷۲۳۱۲۸۴ نفر 🔹 کل قربانیان: ۱۴۱۳۰۲ نفر 🔹 بهبودیافتگان: ۷۰۴۲۸۷۱ نفر 🔹 بیماران بدحال: ۵۹۱ نفر,0
4286,خانم های خانه دار واقعا مظلوم هستند ... هر کس میرسه مگیه تو که تو خونه ای کاری نداری !!! خانه داری مدیریت امورات چند نفر آدم و یه فرایند ۲۴ ساعته و بدون توقفه ... چرا دولت برا خانم های خانه دار بیمه و مستمری رد نمیکنه ؟!,0
4287,نحوه پرداخت خسارات مشتریان بانک ملی اعلام شد بانک ملی ایران: 🔹 میزان ۵۰ درصد از اموال صندوق براساس خوداظهاری صورت گرفته در حضور بازپرس پرونده برای دارندگان صندوق همراه با مسدودی حساب پرداخت می‌شود. 🔹 این پرداخت در روز ۲۱ خردادماه و در حضور بازپرس خواهد بود. 🔹 پرداخت ۵۰ درصد باقی مانده خسارت با نظر مقام قضایی صورت می‌گیرد. 🔹 مبالغ مسدودی بدون اذن مقام قضایی برای طرفین قابل برداشت نخواهد بود. 🔹 ملاک حسابرسی خسارات در روز تسویه نهایی قرارداد است. 🔹 قیمت محاسبه ارزی مالباختگان طبق قیمت بازار ارز آزاد خواهد بود. 🔹 نحوه محاسبه طلا و جواهرات بدین صورت است که فرد پس از خوداظهاری با دعوت بانک و مسئولان ذیر ربط طی یک نشست حضور می‌یابد تا قیمت اموال مسروقه احراز و کارشناسی شوند.,0
4288,🔴فوری ‏علت اصلی ‎گردوخاک چند روز اخیر کشور مشخص شد. گویا الکی به ‎ترکیه و ‎عراق گیر دادیم. علت اصلی گردوخاک در کشور، تکان دادن پرچم تیم استقلال بوده که هواداراشون بعد از ده سال از صندوقچه هاشون در آوردن.,0
4289,یه مدت فکر میکردم پریود یعنی بی اعصابی. یه بار دوس دخترم گفت امروز پریودم، گفتم چرا عزیزم؟ کسی چیزی گفته؟ همونجا یه بار دیگه پریود شد.,1
